,庫房,料號,品名,數量,帳務日期,週,工作日,年,工作天數,休假天數,日期,計價
0,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-03,1,True,2019,3.0,3.0,,
1,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-05,1,False,2019,3.0,3.0,,
2,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-06,1,False,2019,3.0,3.0,,
3,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-10,2,True,2019,5.0,2.0,,
4,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-16,3,True,2019,5.0,2.0,,
5,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-16,3,True,2019,5.0,2.0,,
6,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-20,3,False,2019,5.0,2.0,,
7,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-21,4,True,2019,5.0,2.0,,
8,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-01-29,5,True,2019,5.0,2.0,,
9,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-11,7,True,2019,5.0,2.0,,
10,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-11,7,True,2019,5.0,2.0,,
11,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-12,7,True,2019,5.0,2.0,,
12,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-13,7,True,2019,5.0,2.0,,
13,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-17,7,False,2019,5.0,2.0,,
14,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-18,8,True,2019,5.0,2.0,,
15,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-18,8,True,2019,5.0,2.0,,
16,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-24,8,False,2019,5.0,2.0,,
17,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-25,9,True,2019,3.0,4.0,,
18,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-27,9,True,2019,3.0,4.0,,
19,DLN8,C02723000,氧氣鼻管 O2雙管 2-Way,1.0,2019-02-28,9,True,2019,3.0,4.0,,
